-8.95000,0.70874,-62.6788,70.2554,153.888,11.9655
-5.76724,24.9042,-74.1303,67.4669,148.611,11.5001
-0.93686,-15.9410,47.1567,64.2748,144.091,6.66858
-0.80604,-15.7893,47.1107,61.0210,141.699,6.01967
-0.67339,-15.6408,47.1457,57.4295,146.615,5.19255
-0.53147,-15.4857,47.1258,55.7929,155.214,4.57633
-0.38764,-15.3318,47.0779,53.6360,164.889,4.13925
-0.24358,-15.1759,47.1524,50.4574,173.514,3.41495
-0.10065,-15.0202,47.1785,47.0265,181.858,2.81417
0.04265,-14.8661,47.1073,43.5791,181.790,2.28639
0.18670,-14.7103,47.0861,40.2701,180.738,1.98659
0.32967,-14.5539,47.1257,37.1339,177.291,1.63274
0.47260,-14.3967,47.1985,32.8427,164.650,1.31647
0.61566,-14.2399,47.3134,31.1050,157.566,1.08221
0.75796,-14.0830,47.3180,27.5158,138.831,0.90870
0.89953,-13.9273,47.2919,22.1587,111.258,0.73722
1.04161,-13.7711,47.2971,19.6646,92.3777,0.67118
1.18220,-13.6120,47.4173,16.4132,79.6284,0.61759
1.32441,-13.4557,47.4387,13.1476,62.7730,0.55300
1.46655,-13.2991,47.5502,12.1010,53.7733,0.54735
1.60795,-13.1395,47.6321,10.4416,44.2490,0.69141
1.74495,-12.9798,47.7142,8.95134,36.8227,0.86250
1.88905,-12.8228,47.7010,7.32396,31.3848,1.05705
2.03181,-12.6661,47.7309,5.94363,26.1400,1.32434
2.16802,-12.5095,47.8136,4.75544,18.9086,1.62778
2.31473,-12.3577,47.5554,3.13146,10.8819,1.80299
2.68058,-10.8462,177.172,2.29394,5.33594,1.78889
2.46748,-10.8383,177.342,1.87867,1.99641,1.60333
2.25229,-10.8353,177.612,1.79458,1.08331,1.32714
2.03819,-10.8265,177.548,1.45072,0.80370,0.84287
1.82952,-10.8198,177.698,1.51928,0.71026,0.43481
