-0.83096,-0.06750,0.39702,0.08909,0.04628,0.00689
-1.05468,-0.04356,0.24492,0.05986,0.02865,0.00361
-1.26831,-0.03686,0.28115,0.04414,0.01842,0.00176
-1.47399,-0.02732,0.16814,0.02927,0.01282,0.00133
-1.68715,-0.02654,0.15317,0.01597,0.01100,0.00098
-1.90359,-0.02686,0.17069,0.01134,0.00972,0.00089
-1.68293,-0.02032,0.25516,0.00855,0.00807,0.00094
-1.47415,-0.01710,0.30152,0.00661,0.00569,0.00089
-1.25892,-0.01530,0.17642,0.00548,0.00503,0.00082
-1.04720,-0.01041,0.11163,0.00491,0.00408,0.00072
-0.83582,-0.01365,-0.02222,0.00349,0.00382,0.00056
-0.62985,-0.01013,0.10172,0.00324,0.00367,0.00054
-0.42216,-0.01353,0.18963,0.00324,0.00306,0.00059
-0.21958,-0.00979,0.24982,0.00318,0.00266,0.00062
-0.01117,-0.00764,0.22575,0.00295,0.00246,0.00062
0.20271,-0.01335,0.29010,0.00298,0.00224,0.00076
0.41212,-0.01245,0.39532,0.00271,0.00203,0.00066
0.62247,-0.00694,0.31333,0.00274,0.00214,0.00055
0.83285,-0.00223,0.33137,0.00260,0.00211,0.00049
