11.3599,17.5799,116.506
-13.8000,-2.58000,-44.0147
-5.82000,10.5399,100.702
2.67999,-9.10000,78.3182
-14.8200,5.41999,43.8985
-5.66000,5.11999,-17.6756
-6.32000,2.51999,-7.23716
-5.10000,4.39999,41.0473
-13.0400,17.6999,-79.5458
11.1799,10.3999,112.189
1.69999,-3.60000,27.1102
-9.16000,-6.26000,-58.4794
-11.7200,16.4999,-107.222
13.2199,-13.4600,64.9321
-2.64000,-1.74000,169.032
-2.38000,3.57999,-122.284
10.3399,19.3799,164.836
4.07999,2.37999,-118.287
9.31999,-12.7400,-153.105
-7.62000,-16.2600,43.4662
-7.98000,25.8399,139.840
3.73999,-5.62000,112.175
8.61999,18.4599,-86.3794
11.0599,8.03999,-78.4513
6.51999,24.4399,-98.0113
-7.28000,19.9799,89.4793
-4.72000,24.1399,36.6042
-14.0600,-2.80000,-105.905
-7.32000,25.5799,130.433
4.21999,-1.66000,159.678
0.69999,8.59999,-61.7929
-11.6200,16.1599,76.7850
0.63999,9.43999,-139.570
-3.38000,0.21999,-61.8436
1.67999,23.9999,-23.4511
-4.66000,-5.56000,-150.224
-7.30000,3.15999,45.1465
7.57999,0.41999,129.470
15.3199,16.4999,-84.3169
-0.44000,0.67999,21.6119
-8.64000,2.33999,-119.233
-11.5000,2.59999,-178.680
-3.68000,17.6399,16.1154
-1.22000,-14.3000,168.881
11.3799,-0.20000,-98.8269
-5.30000,-14.8000,137.539
16.7199,22.3399,-124.750
-3.64000,17.3399,105.261
-7.14000,11.5799,-87.2397
-3.50000,17.8799,153.744
4.75999,-13.5600,123.525
12.1799,-2.76000,-58.0863
10.7199,-3.64000,-98.5692
8.71999,-10.5800,-77.5891
15.2999,-9.08000,-137.360
-11.7800,8.17999,-21.3433
21.2199,-13.9000,95.2713
-9.10000,15.9199,-87.5084
-2.00000,24.7799,-14.6983
2.07999,-13.5400,37.7168
-0.52000,-8.54000,10.6934
11.3599,-12.7800,174.123
7.05999,-3.98000,-36.9528
-10.5600,-2.40000,-61.4400
7.77999,-1.76000,-134.754
6.91999,-9.64000,0.72939
-6.36000,7.33999,152.516
10.0799,-12.3200,54.2799
2.01999,-9.42000,110.320
-9.62000,4.43999,-69.5382
0.49999,-8.54000,29.6338
-1.22000,5.75999,48.7091
-11.0600,18.6599,95.2708
-10.1200,9.97999,104.738
-9.52000,-3.26000,-146.117
2.27999,-11.4000,61.4186
7.01999,7.03999,78.1652
10.6999,20.4599,-65.6864
7.63999,24.1399,56.9374
7.97999,23.0999,-98.9177
14.8999,-7.24000,-74.5617
-4.34000,-6.80000,-122.690
5.59999,23.3999,76.1411
14.8999,21.6999,-166.753
11.3799,19.3399,-88.0948
-8.32000,-5.84000,-96.2227
-13.4000,19.9999,-45.9969
5.07999,-2.66000,17.7436
1.61999,12.3999,74.8042
15.8599,21.4399,117.626
-9.92000,-0.50000,-162.352
3.53999,15.2999,-107.255
3.61999,-8.32000,-3.78518
16.6999,-13.8000,-150.110
-7.26000,18.2399,137.232
8.89999,-4.64000,68.2504
4.75999,8.31999,-103.971
4.83999,-14.2600,122.979
-11.5000,2.43999,-110.156
6.13999,18.3999,101.254
13.9799,18.1999,-34.2526
-9.58000,-15.4200,29.0916
6.03999,0.51999,172.736
6.05999,-6.08000,-7.56806
5.13999,1.61999,-80.2418
0.03999,-1.72000,-164.926
10.1599,-14.0000,-65.6205
-10.6400,17.0599,87.9798
20.6999,9.43999,132.600
-7.96000,20.8399,-47.0148
-12.3800,11.3199,-167.174
-5.18000,9.73999,-5.04432
0.29999,-7.18000,75.6354
0.29999,22.3599,-92.5818
0.41999,-3.12000,29.3480
-5.78000,8.93999,179.738
-7.70000,2.31999,-44.4024
-12.0400,5.97999,-123.459
-11.0800,1.69999,-150.706
10.3599,-9.44000,-2.31600
6.87999,-6.42000,52.5670
18.8599,-8.20000,9.89655
2.79999,-10.8400,167.735
-0.30000,13.4599,-125.999
-13.9200,11.3599,-16.5755
-1.62000,5.51999,2.88322
9.53999,-10.2400,120.318
8.93999,-5.46000,139.919
-3.36000,24.6999,15.3015
11.4799,21.6799,17.6574
14.2399,19.5199,149.657
-5.78000,-14.0400,84.3068
24.0599,21.1799,-175.058
5.53999,1.41999,-110.394
9.69999,20.6799,-40.5939
-5.96000,1.03999,-101.810
1.45999,-8.06000,-150.459
5.41999,2.41999,30.2112
6.15999,6.67999,143.533
-4.86000,-17.3200,0.30752
7.87999,-0.40000,-2.36914
5.51999,3.31999,129.555
16.6199,-1.62000,-115.367
8.51999,-6.14000,24.2576
10.3399,8.63999,-91.6334
7.57999,-6.98000,-90.6114
6.45999,4.09999,168.155
-3.20000,-14.5600,-173.679
-6.10000,1.19999,35.4070
-4.16000,18.4599,-130.824
12.9799,-6.00000,-35.6389
6.23999,-11.3400,12.1952
-8.38000,18.9599,149.567
2.95999,-0.66000,44.5865
-5.54000,15.8999,-158.908
-4.32000,22.9599,-32.6699
-9.62000,-3.92000,-28.6218
3.59999,22.4199,-140.986
4.33999,-9.56000,-23.6328
-7.74000,9.15999,130.130
3.89999,2.91999,-149.904
-0.62000,16.8399,-109.946
1.07999,0.31999,-66.7403
29.6599,22.4799,-120.824
-11.7200,16.4999,-107.222
-14.2400,11.9199,154.663
10.7599,18.7999,77.9733
-6.86000,1.23999,-90.4340
-9.22000,5.77999,55.7059
15.3199,17.4399,-172.533
-2.42000,-10.0800,-35.2342
7.01999,24.9599,-53.2152
10.0399,-5.06000,121.439
2.01999,-9.82000,79.5476
16.9599,-9.18000,107.322
12.4199,17.5199,-165.881
-1.72000,14.5799,99.1404
7.05999,-12.3600,134.379
-1.14000,17.6999,83.1704
10.1399,6.25999,43.9303
2.23999,9.63999,-105.566
-7.14000,19.6799,-148.516
5.95999,-14.4000,80.9362
-7.90000,5.05999,172.319
3.07999,-16.2600,-77.3547
15.1199,-4.36000,-80.0115
-1.54000,23.4599,75.8100
20.0199,10.9999,109.446
-9.12000,0.07999,91.8614
-14.7400,16.4799,110.473
-7.18000,3.43999,-132.663
-2.80000,-11.7600,-117.919
