2.71857,-10.8300,163.198,76.6513,152.836,8.38964
-10.9509,8.22711,145.978,76.0848,150.219,7.30212
-5.76883,-11.5966,131.029,73.0176,148.101,7.92765
-13.1137,3.52318,-44.2124,70.9903,145.735,7.92570
-6.06392,-12.1551,134.304,68.7797,142.435,8.27813
-6.20928,-12.0047,134.255,68.0357,133.549,7.43254
-6.36048,-11.8485,134.180,65.1029,124.796,7.18549
9.82460,6.15554,-39.4302,64.1018,119.157,7.49170
9.95059,5.98823,-39.2048,62.2177,113.627,5.93075
10.1273,5.87375,-39.4614,60.7394,107.430,5.32340
10.2795,5.73645,-39.4236,59.0383,100.457,4.92269
-7.12817,-10.9481,134.247,57.7103,93.2571,4.62247
10.5941,5.46757,-39.3412,58.2864,87.1747,3.78635
-2.00005,-0.20102,5.07304,56.8492,81.6829,3.48667
-1.79231,-0.18243,5.04894,55.0287,73.8271,2.86323
-1.58829,-0.16571,4.98933,51.1108,59.7456,2.39864
-1.37699,-0.15000,4.81683,44.6519,50.8916,1.84698
-1.16704,-0.13507,4.65631,36.4244,44.0858,1.42721
-0.96446,-0.11863,4.71965,30.6039,39.0624,1.09583
-0.76143,-0.10833,4.47460,24.1511,36.0343,0.90706
-0.55020,-0.09452,4.31448,19.2404,27.2048,0.65087
-0.35675,-0.08438,4.12013,13.8963,18.9909,0.42321
-0.15926,-0.07736,3.79848,11.2298,11.8268,0.26657
0.03614,-0.07252,3.54350,6.82325,8.73662,0.22773
0.23986,-0.06463,3.41691,5.37307,8.24175,0.19682
0.44082,-0.06109,3.17983,4.63045,4.83784,0.11164
0.63028,-0.06378,2.89095,2.46417,3.22458,0.07489
0.82350,-0.05968,2.83313,1.24302,1.39346,0.02471
1.03440,-0.05502,2.71370,0.09157,0.41762,0.00880
1.22942,-0.05554,2.47454,0.09831,0.41718,0.00878
1.42224,-0.05681,2.21269,0.01342,0.00286,0.00072
